,AllAuthors,FirstName1stAuthor,Gender,FirstAuthorCountry,Year,NumberOfAuthors,Title,Conference,FirstName2ndAuthor,Gender2,FirstName3rdAuthor,Gender3,FirstName4thAuthor,Gender4,FirstName5thAuthor,Gender5,FirstName6thAuthor,Gender6,FirstName7thAuthor,Gender7,FirstName8thAuthor,Gender8,FirstName9thAuthor,Gender9,FirstName10thAuthor,Gender10,FirstName11thAuthor,Gender11,FirstName12thAuthor,Gender12,FirstName13thAuthor,Gender13,FirstName14thAuthor,Gender14,FirstName15thAuthor,Gender15,FirstName16thAuthor,Gender16,FirstName17thAuthor,Gender17,Probability1,Probability2,Probability3,Probability4,Probability5,Probability6,Probability7,Probability8,Probability9,Probability10,Probability11,Probability12,Probability13,Probability14,Probability15,Probability16,Probability17,
,[u'Thor Magnusson'],Thor,male,"London, United Kingdom",2014,1,"Improvising with the Threnoscope: Integrating Code, Hardware, GUI, Network, and Graphic Scores",NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,
,"[u'Mary Mainsbridge', u'Kirsty Beilharz']",Mary,female,"London, United Kingdom",2014,2,Body As Instrument: Performing with Gestural Interfaces,NIME,Kirsty,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Clayton Mamedes', u'Mailis Rodrigues', u'Marcelo M. Wanderley', u'Jo\\^natas Manzolli', u'Denise H. L. Garcia', u'Paulo Ferreira-Lopes']",Clayton,male,"London, United Kingdom",2014,6,"Composing for DMIs Entoa, a Dedicate Piece for Intonaspacio",NIME,Mailis,female,Marcelo,male,Jônatas,None,Denise,female,Paulo,male,,,,,,,,,,,,,,,,,,,,,,,1,1,1,None,1,1,,,,,,,,,,,,
,[u'Martin Marier'],Martin,male,"London, United Kingdom",2014,1,Designing Mappings for the Sponge: Towards Spongistic Music,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Justin Mathew', u""Ste\\'phane Huot"", u'Alan Blum']",Justin,male,"London, United Kingdom",2014,3,A Morphological Analysis of Audio-Objects and their Control Methods for {3D} Audio,NIME,Stéphane,None,Alan,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,None,1,,,,,,,,,,,,,,,
,"[u'Paul Mathews', u'Ness Morris', u'Jim Murphy', u'Ajay Kapur', u'Dale Carnegie']",Paul,male,"London, United Kingdom",2014,5,Tangle: a Flexible Framework for Performance with Advanced Robotic Musical Instruments,NIME,Ness,female,Jim,male,Ajay,male,Dale,male,,,,,,,,,,,,,,,,,,,,,,,,,1,0.86,1,0.99,0.91,,,,,,,,,,,,,
,"[u'Tom Mays', u'Francis Faber']",Tom,male,"London, United Kingdom",2014,2,A Notation System for the Karlax Controller,NIME,Francis,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.89,,,,,,,,,,,,,,,,
,"[u'Dario Mazzanti', u'Victor Zappi', u'Darwin Caldwell', u'Andrea Brogni']",Dario,male,"London, United Kingdom",2014,4,Augmented Stage for Participatory Performances,NIME,Victor,male,Darwin,male,Andrea,female,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0.79,,,,,,,,,,,,,,
,[u'Chad McKinney'],Chad,male,"London, United Kingdom",2014,1,Quick Live Coding Collaboration In The Web Browser,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Thomas Mitchell', u'Sebastian Madgwick', u'Simon Rankine', u'Geoffrey Hilton', u'Adrian Freed', u'Andrew Nix']",Thomas,male,"London, United Kingdom",2014,6,Making the Most of Wi-Fi: Optimisations for Robust Wireless Live Music Performance,NIME,Sebastian,male,Simon,male,Geoffrey,male,Adrian,male,Andrew,male,,,,,,,,,,,,,,,,,,,,,,,1,1,0.99,1,0.97,1,,,,,,,,,,,,
,"[u'Evan Morgan', u'Hatice Gunes', u'Nick Bryan-Kinns']",Evan,male,"London, United Kingdom",2014,3,Instrumenting the Interaction: Affective and Psychophysiological Features of Live Collaborative Musical Improvisation,NIME,Hatice,female,Nick,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.99,0.99,,,,,,,,,,,,,,,
,"[u'Fabio Morreale', u'Antonella De Angeli', u""Sile O'Modhrain""]",Fabio,male,"London, United Kingdom",2014,3,Musical Interface Design: An Experience-oriented Framework,NIME,Antonella,female,Sile,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.89,1,,,,,,,,,,,,,,,
,"[u'Tom Mudd', u'Simon Holland', u'Paul Mulholland', u'Nick Dalton']",Tom,male,"London, United Kingdom",2014,4,Dynamical Interactions with Electronic Instruments,NIME,Simon,male,Paul,male,Nick,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,1,0.99,,,,,,,,,,,,,,
,"[u'Jim Murphy', u'Paul Mathews', u'Ajay Kapur', u'Dale Carnegie']",Jim,male,"London, United Kingdom",2014,4,Robot: Tune Yourself! Automatic Tuning for Musical Robotics,NIME,Paul,male,Ajay,male,Dale,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.99,0.91,,,,,,,,,,,,,,
,"[u'Tim Murray-Browne', u'Dom Aversano', u'Susanna Garcia', u'Wallace Hobbes', u'Daniel Lopez', u'Tadeo Sendon', u'Panagiotis Tigas', u'Kacper Ziemianin', u'Duncan Chapman']",Tim,male,"London, United Kingdom",2014,9,The Cave of Sounds: An Interactive Installation Exploring How We Create Music Together,NIME,Dom,male,Susanna,female,Wallace,male,Daniel,male,Tadeo,male,Panagiotis,male,Kacper,male,Duncan,male,,,,,,,,,,,,,,,,,0.99,0.97,1,0.94,1,1,1,1,1,,,,,,,,,
,"[u'Tim Murray-Browne', u'Mark Plumbley']",Tim,male,"London, United Kingdom",2014,2,Harmonic Motion: A Toolkit for Processing Gestural Data for Interactive Sound,NIME,Mark,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,,,,,,,,,,,,,,,,
,"[u'Yoshihito Nakanishi', u'Seiichiro Matsumura', u'Chuichi Arakawa']",Yoshihito,male,"London, United Kingdom",2014,3,B.O.M.B. -Beat Of Magic Box -: Stand-Alone Synthesizer Using Wireless Synchronization System For Musical Session and Performance,NIME,Seiichiro,None,Chuichi,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,None,None,,,,,,,,,,,,,,,
,[u'Chris Nash'],Chris,male,"London, United Kingdom",2014,1,Manhattan: End-User Programming for Music,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,
,"[u'Navid Navab', u'Doug Van Nort', u'Sha Xin Wei']",Navid,male,"London, United Kingdom",2014,3,A Material Computation Perspective on Audio Mosaicing and Gestural Conditioning,NIME,Doug,male,Sha,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.56,,,,,,,,,,,,,,,
,"[u'Kristian Nymoen', u'Sichao Song', u'Yngve Hafting', u'Jim Torresen']",Kristian,male,"London, United Kingdom",2014,4,Funky Sole Music: Gait Recognition and Adaptive Mapping,NIME,Sichao,male,Yngve,male,Jim,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,1,1,1,,,,,,,,,,,,,,
,"[u'Dan Overholt', u'Steven Gelineck']",Dan,male,"London, United Kingdom",2014,2,Design \& Evaluation of an Accessible Hybrid Violin Platform,NIME,Steven,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1,,,,,,,,,,,,,,,,
,"[u'Laurel Pardue', u'Dongjuan Nian', u'Christopher Harte', u'Andrew McPherson']",Laurel,female,"London, United Kingdom",2014,4,Low-Latency Audio Pitch Tracking: A Multi-Modal Sensor-Assisted Approach,NIME,Dongjuan,None,Christopher,male,Andrew,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1,None,1,1,,,,,,,,,,,,,,
,"[u'Olivier Perrotin', u""Christophe d'Alessandro""]",Olivier,male,"London, United Kingdom",2014,2,Visualizing Gestures in the Control of a Digital Musical Instrument,NIME,Christophe,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
,"[u'Adam Place', u'Liam Lacey', u'Thomas Mitchell']",Adam,male,"London, United Kingdom",2014,3,AlphaSphere from Prototype to Product,NIME,Liam,male,Thomas,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,1,,,,,,,,,,,,,,,
,"[u'Cornelius Poepel', u'Jochen Feitsch', u'Marco Strobel', u'Christian Geiger']",Cornelius,male,"London, United Kingdom",2014,4,Design and Evaluation of a Gesture Controlled Singing Voice Installation,NIME,Jochen,male,Marco,male,Christian,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1,0.99,0.99,,,,,,,,,,,,,,
,"[u'Timothy Polashek', u'Brad Meyer']",Timothy,male,"London, United Kingdom",2014,2,"Engravings for Prepared Snare Drum, iPad, and Computer",NIME,Brad,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,,,,,,,,,,,,,,,,
,[u'Hanspeter Portner'],Hanspeter,male,"London, United Kingdom",2014,1,CHIMAERA The Poly-Magneto-Phonic Theremin An Expressive Touch-Less Hall-Effect Sensor Array,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,[u'Jarrod Ratcliffe'],Jarrod,male,"London, United Kingdom",2014,1,Hand and Finger Motion-Controlled Audio Mixing Interface,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'David Rector', u'Spencer Topel']",David,male,"London, United Kingdom",2014,2,Internally Actuated Drums for Expressive Performance,NIME,Spencer,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,,,,,,,,,,,,,,,,
,"[u'Alain Renaud', u'Caecilia Charbonnier', u""Sylvain Chagu\\'e""]",Alain,male,"London, United Kingdom",2014,3,{3D}inMotion A Mocap Based Interface for Real Time Visualisation and Sonification of Multi-User Interactions,NIME,Caecilia,female,Sylvain,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u'Thomas Resch', u'Matthias Krebs']",Thomas,male,"London, United Kingdom",2014,2,A Simple Architecture for Server-based (Indoor) Audio Walks,NIME,Matthias,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Charlie Roberts', u'Matthew Wright', u'JoAnn Kuchera-Morin', u'Tobias H{\\""o}llerer']",Charlie,male,"London, United Kingdom",2014,4,Rapid Creation and Publication of Digital Musical Instruments,NIME,Matthew,male,JoAnn,female,Tobias,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,1,0.99,1,,,,,,,,,,,,,,
,"[u'Emily Robertson', u'Enrico Bertelli']",Emily,female,"London, United Kingdom",2014,2,Conductive Music: Teaching Innovative Interface Design and Composition Techniques with Open-Source Hardware,NIME,Enrico,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.97,,,,,,,,,,,,,,,,
,"[u'Udit Roy', u'Tejaswinee Kelkar', u'Bipin Indurkhya']",Udit,male,"London, United Kingdom",2014,3,TrAP: An Interactive System to Generate Valid Raga Phrases from Sound-Tracings,NIME,Tejaswinee,None,Bipin,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,None,1,,,,,,,,,,,,,,,
,[u'Adriana Sa'],Adriana,female,"London, United Kingdom",2014,1,Repurposing Video Game Software for Musical Expression: A Perceptual Approach,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Spencer Salazar', u'Ge Wang']",Spencer,male,"London, United Kingdom",2014,2,Auraglyph: Handwritten Computer Music Composition and Design,NIME,Ge,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.61,,,,,,,,,,,,,,,,
,"[u""A\\'lvaro Saras\\'ua"", u'Enric Guaus']",Álvaro,None,"London, United Kingdom",2014,2,Dynamics in Music Conducting: A Computational Comparative Study Among Subjects,NIME,Enric,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0.97,,,,,,,,,,,,,,,,
,[u'Ozan Sarier'],Ozan,male,"London, United Kingdom",2014,1,Rub Synth : A Study of Implementing Intentional Physical Difficulty Into Touch Screen Music Controllers,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Dominik Schlienger', u'Sakari Tervo']",Dominik,male,"London, United Kingdom",2014,2,Acoustic Localisation as an Alternative to Positioning Principles in Applications presented at NIME 2001-2013,NIME,Sakari,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,,,,,,,,,,,,,,,,
,"[u'Diemo Schwarz', u'Pierre Alexandre Tremblay', u'Alex Harker']",Diemo,None,"London, United Kingdom",2014,3,Rich Contacts: Corpus-Based Convolution of Contact Interaction Sound for Enhanced Musical Expression,NIME,Pierre,male,Alex,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0.99,0.87,,,,,,,,,,,,,,,
,"[u'Stefania Serafin', u'Stefano Trento', u'Francesco Grani', u'Hannah Perner-Wilson', u'Seb Madgwick', u'Tom Mitchell']",Stefania,female,"London, United Kingdom",2014,6,Controlling Physically Based Virtual Musical Instruments Using The Gloves,NIME,Stefano,male,Francesco,male,Hannah,female,Seb,male,Tom,male,,,,,,,,,,,,,,,,,,,,,,,0.99,1,1,1,1,1,,,,,,,,,,,,
,"[u'Jeff Snyder', u'Danny Ryan']",Jeff,male,"London, United Kingdom",2014,2,The Birl: An Electronic Wind Instrument Based on an Artificial Neural Network Parameter Mapping Structure,NIME,Danny,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.95,,,,,,,,,,,,,,,,
,"[u'Jeff Snyder', u'Avneesh Sarwate']",Jeff,male,"London, United Kingdom",2014,2,Mobile Device Percussion Parade,NIME,Avneesh,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Janis Sokolovskis', u'Andrew McPherson']",Janis,female,"London, United Kingdom",2014,2,Optical Measurement of Acoustic Drum Strike Locations,NIME,Andrew,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,1,,,,,,,,,,,,,,,,
,[u'Adam Stark'],Adam,male,"London, United Kingdom",2014,1,Sound Analyser: A Plug-In for Real-Time Audio Analysis in Live Performances and Installations,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Bradley Strylowski', u'Jesse Allison', u'Jesse Guessford']",Bradley,male,"London, United Kingdom",2014,3,Pitch Canvas: Touchscreen Based Mobile Music Instrument,NIME,Jesse,male,Jesse,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.93,0.93,,,,,,,,,,,,,,,
,"[u'Sangwon Suh', u'Jeong-seob Lee', u'Woon Seung Yeo']",Sangwon,male,"London, United Kingdom",2014,3,A Gesture Detection with Guitar Pickup and Earphones,NIME,Jeong-seob,None,Woon,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,None,0.86,,,,,,,,,,,,,,,
,"[u'Benjamin Taylor', u'Jesse Allison', u'William Conlin', u'Yemin Oh', u'Daniel Holmes']",Benjamin,male,"London, United Kingdom",2014,5,"Simplified Expressive Mobile Development with NexusUI, NexusUp, and NexusDrop",NIME,Jesse,male,William,male,Yemin,None,Daniel,male,,,,,,,,,,,,,,,,,,,,,,,,,1,0.93,1,None,1,,,,,,,,,,,,,
,"[u""Enrique Tom\\'as"", u'Martin Kaltenbrunner']",Enrique,male,"London, United Kingdom",2014,2,Tangible Scores: Shaping the Inherent Instrument Score,NIME,Martin,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,,,,,,,,,,,,,,,,
,"[u'Daniel Tormoen', u'Florian Thalmann', u'Guerino Mazzola']",Daniel,male,"London, United Kingdom",2014,3,The Composing Hand: Musical Creation with Leap Motion and the BigBang Rubette,NIME,Florian,male,Guerino,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,[u'Piers Titus van der Torren'],Piers,male,"London, United Kingdom",2014,1,"Striso, a Compact Expressive Instrument Based on a New Isomorphic Note Layout",NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,
,"[u'Shawn Trail', u'Duncan MacConnell', u'Leo Jenkins', u'Jeff Snyder', u'George Tzanetakis', u'Peter Driessen']",Shawn,male,"London, United Kingdom",2014,6,"El-Lamellophone A Low-cost, DIY, Open Framework for Acoustic Lemellophone Based Hyperinstruments",NIME,Duncan,male,Leo,male,Jeff,male,George,male,Peter,male,,,,,,,,,,,,,,,,,,,,,,,0.9,1,0.95,1,0.99,1,,,,,,,,,,,,
,[u'Akito van Troyer'],Akito,male,"London, United Kingdom",2014,1,Composing Embodied Sonic Play Experiences: Towards Acoustic Feedback Ecology,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,
,"[u'Sebastian Trump', u'Jamie Bullock']",Sebastian,male,"London, United Kingdom",2014,2,Orphion: A Gestural Multi-Touch Instrument for the iPad,NIME,Jamie,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.53,,,,,,,,,,,,,,,,
,[u'Augoustinos Tsiros'],Augoustinos,male,"London, United Kingdom",2014,1,Evaluating the Perceived Similarity Between Audio-Visual Features Using Corpus-Based Concatenative Synthesis,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Robert Tubb', u'Simon Dixon']",Robert,male,"London, United Kingdom",2014,2,The Divergent Interface: Supporting Creative Exploration of Parameter Spaces,NIME,Simon,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,,,,,,,,,,,,,,,,
,"[u'Anders Tveit', u'Hans Wilmers', u'Notto Thelle', u'Magnus Bugge', u'Thom Johansen', u'Eskil Muan S{\\ae}ther']",Anders,male,"London, United Kingdom",2014,6,{Reunion}2012: A Novel Interface for Sound Producing Actions Through the Game of Chess,NIME,Hans,male,Notto,male,Magnus,male,Thom,male,Eskil,male,,,,,,,,,,,,,,,,,,,,,,,1,0.99,1,1,0.99,1,,,,,,,,,,,,
,"[u'Chet Udell', u'James Paul Sain']",Chet,male,"London, United Kingdom",2014,2,eMersion | Sensor-controlled Electronic Music Modules \& Digital Data Workstation,NIME,James,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,,,,,,,,,,,,,,,,
,"[u'Federico Visi', u'Rodrigo Schramm', u'Eduardo Miranda']",Federico,male,"London, United Kingdom",2014,3,Use of Body Motion to Enhance Traditional Musical Instruments,NIME,Rodrigo,male,Eduardo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u'Graham Wakefield', u'Charlie Roberts', u'Matthew Wright', u'Timothy Wood', u'Karl Yerkes']",Graham,male,"London, United Kingdom",2014,5,Collaborative Live-Coding with an Immersive Instrument,NIME,Charlie,male,Matthew,male,Timothy,male,Karl,male,,,,,,,,,,,,,,,,,,,,,,,,,1,0.79,1,1,1,,,,,,,,,,,,,
,"[u'Nicholas Ward', u'Giuseppe Torre']",Nicholas,male,"London, United Kingdom",2014,2,Constraining Movement as a Basis for DMI Design and Performance.,NIME,Giuseppe,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Thomas Webster', u'Guillaume LeNost', u'Martin Klang']",Thomas,male,"London, United Kingdom",2014,3,The OWL programmable stage effects pedal: Revising the concept of the on-stage computer for live music performance,NIME,Guillaume,male,Martin,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u'Valtteri Wikstr\\""om']",Valtteri,male,"London, United Kingdom",2014,1,Musical Composition by Regressional Mapping of Physiological Responses to Acoustic Features,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Duncan Williams', u'Peter Randall-Page', u'Eduardo Miranda']",Duncan,male,"London, United Kingdom",2014,3,Timbre morphing: near real-time hybrid synthesis in a musical installation,NIME,Peter,male,Eduardo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u""Anna Xamb\\'o"", u'Gerard Roma', u'Robin Laney', u'Chris Dobbyn', u'Sergi Jord\\`a']",Anna,female,"London, United Kingdom",2014,5,SoundXY4: Supporting Tabletop Collaboration and Awareness with Ambisonics Spatialisation,NIME,Gerard,male,Robin,female,Chris,male,Sergi,male,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.59,0.93,0.99,,,,,,,,,,,,,
,"[u'Xiao Xiao', u'Basheer Tome', u'Hiroshi Ishii']",Xiao,female,"London, United Kingdom",2014,3,Andante: Walking Figures on the Piano Keyboard to Visualize Musical Motion,NIME,Basheer,male,Hiroshi,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,1,1,,,,,,,,,,,,,,,
,"[u'Karl Yerkes', u'Matthew Wright']",Karl,male,"London, United Kingdom",2014,2,Twkyr: a Multitouch Waveform Looper,NIME,Matthew,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Alejandro Van Zandt-Escobar', u'Baptiste Caramiaux', u'Atau Tanaka']",Alejandro,male,"London, United Kingdom",2014,3,PiaF: A Tool for Augmented Piano Performance Using Gesture Variation Following,NIME,Baptiste,male,Atau,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,None,,,,,,,,,,,,,,,
,"[u'Victor Zappi', u'Andrew McPherson']",Victor,male,"London, United Kingdom",2014,2,Dimensionality and Appropriation in Digital Musical Instrument Design,NIME,Andrew,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Mo Zareei', u'Ajay Kapur', u'Dale A. Carnegie']",Mo,male,"London, United Kingdom",2014,3,Rasper: a Mechatronic Noise-Intoner,NIME,Ajay,male,Dale,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.99,0.91,,,,,,,,,,,,,,,
,[u'Chris Korda'],Chris,male,"Baton Rouge, Louisiana, USA",2015,1,ChordEase: A MIDI remapper for intuitive performance of non-modal music,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,
,"[u'Mohammad Akbari', u'Howard Cheng']",Mohammad,male,"Baton Rouge, Louisiana, USA",2015,2,claVision: Visual Automatic Piano Music Transcription,NIME,Howard,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.96,,,,,,,,,,,,,,,,
,"[u'Jan C. Schacher', u'Chikashi Miyama', u'Daniel Bisig']",Jan,male,"Baton Rouge, Louisiana, USA",2015,3,Gestural Electronic Music using Machine Learning as Generative Device,NIME,Chikashi,None,Daniel,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,None,1,,,,,,,,,,,,,,,
,"[u'Stefano Papetti', u""Se\\'bastien Schiesser"", u'Martin Fr\\""ohlich']",Stefano,male,"Baton Rouge, Louisiana, USA",2015,3,Multi-point vibrotactile feedback for an expressive musical interface,NIME,Sébastien,None,Martin,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,None,1,,,,,,,,,,,,,,,
,"[u'David Ramsay', u'Joseph Paradiso']",David,male,"Baton Rouge, Louisiana, USA",2015,2,"GroupLoop: A Collaborative, Network-Enabled Audio Feedback Instrument",NIME,Joseph,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,,,,,,,,,,,,,,,,
,"[u'Kazuhiko Yamamoto', u'Takeo Igarashi']",Kazuhiko,male,"Baton Rouge, Louisiana, USA",2015,2,LiVo: Sing a Song with a Vowel Keyboard,NIME,Takeo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Koray Tahiroglu', u'Thomas Svedstr\\""om', u'Valtteri Wikstr\\""om']",Koray,male,"Baton Rouge, Louisiana, USA",2015,3,Musical Engagement that is Predicated on Intentional Activity of the Performer with NOISA Instruments,NIME,Thomas,male,Valtteri,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u'Jason Long', u'Jim Murphy', u'Ajay Kapur', u'Dale Carnegie']",Jason,male,"Baton Rouge, Louisiana, USA",2015,4,A Methodology for Evaluating Robotic Striking Mechanisms for Musical Contexts,NIME,Jim,male,Ajay,male,Dale,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.99,0.91,,,,,,,,,,,,,,
,"[u'Troy Rogers', u'Steven Kemper', u'Scott Barton']",Troy,male,"Baton Rouge, Louisiana, USA",2015,3,MARIE: Monochord-Aerophone Robotic Instrument Ensemble,NIME,Steven,male,Scott,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,[u'Jiffer Harriman'],Jiffer,None,"Baton Rouge, Louisiana, USA",2015,1,Pd Poems and Teaching Tools,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,
,[u'Robin Hayward'],Robin,female,"Baton Rouge, Louisiana, USA",2015,1,The Hayward Tuning Vine: an interface for Just Intonation,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,
,"[u'Michael Krzyzaniak', u'Garth Paine']",Michael,male,"Baton Rouge, Louisiana, USA",2015,2,Realtime Classification of Hand-Drum Strokes,NIME,Garth,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Robert Van Rooyen', u'Andrew Schloss', u'George Tzanetakis']",Robert,male,"Baton Rouge, Louisiana, USA",2015,3,Snare Drum Motion Capture Dataset,NIME,Andrew,male,George,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.99,,,,,,,,,,,,,,,
,"[u'Rhushabh Bhandari', u'Avinash Parnandi', u'Eva Shipp', u'Beena Ahmed', u'Ricardo Gutierrez-Osuna']",Rhushabh,None,"Baton Rouge, Louisiana, USA",2015,5,Music-based respiratory biofeedback in visually-demanding tasks,NIME,Avinash,male,Eva,female,Beena,female,Ricardo,male,,,,,,,,,,,,,,,,,,,,,,,,,None,1,1,1,1,,,,,,,,,,,,,
,"[u'Mikko Myllykoski', u'Kai Tuuri', u'Esa Viirret', u'Jukka Louhivuori', u'Antti Peltomaa', u'Janne Kek\\""al\\""ainen']",Mikko,male,"Baton Rouge, Louisiana, USA",2015,6,Prototyping hand-based wearable music education technology,NIME,Kai,male,Esa,male,Jukka,male,Antti,male,Janne,male,,,,,,,,,,,,,,,,,,,,,,,1,0.87,0.55,1,1,0.6,,,,,,,,,,,,
,[u'Jiffer Harriman'],Jiffer,None,"Baton Rouge, Louisiana, USA",2015,1,Feedback Lapsteel : Exploring Tactile Transducers As String Actuators,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,
,"[u'Romain Michon', u'Julius O. Smith III', u'Yann Orlarey']",Romain,male,"Baton Rouge, Louisiana, USA",2015,3,MobileFaust: a Set of Tools to Make Musical Mobile Applications with the Faust Programming Language,NIME,Julius,male,Yann,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,0.98,,,,,,,,,,,,,,,
