Title,Author(s),,Year,Country
Real-Time Tempo Tracking Using Rules to Analyze Rythmic Qualities,"Driesse, Anthonie",,1991,Canada
Lime* Music Notation Software for the Macintosh,"Haken, Lippold",,1991,Canada
"The Acousmographe, a Macintosh software for the graphical representation of sounds","Koechlin, Olivier; Vinet, Hugues",,1991,Canada
"DSP Station, a HyperCard environment for DSP sound processing algorhythms","Koechlin, Olivier; Vinet, Hugues; Brisson, Didier",,1991,Canada
The Cro-Magnon Advanced Additive Analysis/Synthesis System*,"Hill, Ralph David",,1991,Canada
From Piano to Computer to Piano,"Risset, Jean-Claude",,1990,Scotland
An Expert System for Teaching Piano to Novices,"Dannenberg, Roger; Sanchez, Marta; Joseph, Annabel; Capell, Peter; Joseph, Robert; Saul, Ronald",,1990,Scotland
Computer Technology for Young Disabled Musicians,"Drake, Adèle",,1990,Scotland
A Sound Design,"Ellis, Phil",,1990,Scotland
Computer Assisted Music Instruction: Toward a More Viable Philosophy of Software Architecture,"Lukasik, Joseph",,1990,Scotland
A Multimedia Digital Signal Processing Tutoring System,"Pointer, Sam; Wawrzynek, John; Wessel, David",,1990,Scotland
Computer Music Courses Using Supercomputers: An Educational Experiment at NCSA/UIUC,"Tipei, Sever; Bargar, Robin; Cox, Ben; Kelley, David",,1990,Scotland
In the Intimacy of a Sound,"Arfib, Daniel",,1990,Scotland
Concurrent CSound: Parallel Execution fro High Speed Direct Synthesis,"Bailey, Nicholas J.; Purvis, Alan; Manning, Peter; Bowler, Ian",,1990,Scotland
High-Level Control of Granular Synthesis Using the Concepts of Inheritance and Social Interaction,"Bowcott, Peter",,1990,Scotland
"Capture, Representation and ""Composition"" of the Instrumental Gesture","Cadoz, Claude; Ramstein, Christophe",,1990,Scotland
Modal Synthesis Compilation of Mechanical Sub-structures and Acoustical Sub-systems,"Calvet, Olivier; Laurens, Ronan; Adrien, Jean-Marie",,1990,Scotland
Disorder Sounds in Order: Theory and Practice in Instrument Simulaton,"Comerford, Peter; Kitching, Lucy",,1990,Scotland
"Pulsed Noise in Musical Systems, Techniques for Extraction, Analysis and Visualization","Cook, Perry R.; Chafe, Christopher; Smith, Julius O.",,1990,Scotland
Analytical Tools for Group Additive Synthesis,"Eaglestone, Barry; Oates, Shaun",,1990,Scotland
A Signal Editor for the IRCAM Musical Workstation,"Eckel, Gerhard",,1990,Scotland
Sound Data Base Using Spectral Analysis Reduction and an Additive Sythesis Model,"Feiten, Bernhard; Ungvary, Tamas",,1990,Scotland
Modular Modelisation and Simulation of the Instrument,"Florens, Jean-Loup; Cadoz, Claude",,1990,Scotland
DSP Driver Software for Performance-oriented Music Synthesis Systems,"Freed, Adrian; Gordon, Keith",,1990,Scotland
An Improved Cepstral Method for Deconvolution of Source-Filter Systems with Discrete Spectra: Application to Musical Sound Signals,"Galas, Thierry; Rodet, Xavier",,1990,Scotland
CESAM-A Concept Engine for Synthesis of Audio and Music,"Holm, Frode",,1990,Scotland
Parameters Estimation for Non-linear Resynthesis Methods with the Help of a Time-Frequency Analysis for Real Sounds,"Kronland-Martinet, Richard; Guillermain, Philippe; Delprat, Nathalie",,1990,Scotland
The Architecture and Musical Logic of Cmix,"Lansky, Paul",,1990,Scotland
Synthesis of Acoustic Timbres using Principal Component Analysis,"Laughlin, Robert; Truax, Barry; Funt, Brian",,1990,Scotland
Chaotic Non-linear Systems and Digital Synthesis: An Exploratory Study,"Truax, Barry",,1990,Scotland
Time-shifting of Sampled Sound with a Real-time Granulation Technique,"Truax, Barry",,1990,Scotland
Time Domain Computation of Three Dimensional Acoustic Field by Retarded Potential Holophonic Synthesis,"Adrien, Jean-Marie; Eotvös, Peter",,1990,Scotland
An Interactive Real-time System for the Control of Sound Localization,"Bosi, Marina",,1990,Scotland
Two New Approaches to the Simulation of Acoustic Spaces,"Garton, Brad",,1990,Scotland
"Ambisonics-A Technique for Low-Cost, High-Precision, Three-Dimensional Sound Diffusion","Malham, David G.",,1990,Scotland
Surroundsound: A B-format Soundfield Processing Program for the Composers’ Desktop Project Soundfile System,"O’Modhrain, Sile",,1990,Scotland
Series Phi Digital Signal Processor,"Casserley, Lawrence",,1990,Scotland
MIDAS: A Musical Instrument Digital Array Signal Processor,"Kirk, Ross; Orton, Richard",,1990,Scotland
The IRCAM Musical Workstation: Hardware Overview and Signal Processing Features,"Lindemann, Eric",,1990,Scotland
VLSI Parallel Processing for Musical Sound Synthesis,"Wawrzynek, John; von Eicken, Thorsten",,1990,Scotland
Tracking Musical Beats in Real Time,"Allen, Paul E.; Dannenberg, Roger B.",,1990,Scotland
A Computer Program for Analyzing Computer Musician’s Problem-Solving,"Ashley, Richard",,1990,Scotland
A Computer Assisted Approach to Music Analysis,"Campbell, Bruce B.",,1990,Scotland
Contemporary Music Analysis Package (CMAP) for Macintosh,"Castine, Peter; Brinkman, Alexander R.; Harris, Craig R.",,1990,Scotland
PRISM: Pattern Recognition in Sound and Music,"Mont-Reynaud, Bernard; Gresset, Emmanuel",,1990,Scotland
Musical Event Detection from Audio Signals within a Multi-resolution Framework,"Pearson, Edward R. S.; Wilson, Ronald G.",,1990,Scotland
The Sonogram: A Tool for Visual Documentation of Musical Structure,"Waters, Simon; Ungvary, Tamas",,1990,Scotland
ESATM: An Experimental System For Analyzing The Tonality of Melodies,"Yin, Feng; Xiang, Xhang",,1990,Scotland
Autobusk: An Algorithmic Real-time Pitch and Rhythm Improvisation Programme,"Barlow, Clarence",,1990,Scotland
An Highly Parallel Architecture for Real-time Music Synthesis and Digital Signal Processing Application,"Bailey, Nicholas J.; Purvis, Alan; Bowler, Ian; Manning, Peter",,1990,Scotland
UniSon: A Real-time Interactive System for Digital Sound Synthesis,"Bate, John A.",,1990,Scotland
The Sound Accelerator as a Real-time DSP Environment: Encoding/Decoding Audio Signals,"Bosi, Marina",,1990,Scotland
New Techniques for a Real-time Phase Vocoder,"Bowler, Ian; Purvis, Alan; Manning, Peter; Bailey, Nick",,1990,Scotland
On Mapping N Articulation Onto M Synthesiser-control Parameters,"Bowler, Ian; Purvis, Alan; Manning, Peter; Bailey, Nick",,1990,Scotland
A Run-time System for Arctic,"Dannenberg, Roger B.",,1990,Scotland
Efficient Dynamic Resource Management on Multiple DSPs as Implemented in the NeXT Music Kit,"Jaffe, David A.",,1990,Scotland
A Real-time Implementation of Physical Models,"Malouf, Frederick L.; Lentczner, Mark; Chafe, Christopher",,1990,Scotland
An Efficient Scheduling Algorithm for Real-time Musical Systems,"Orlarey, Yann",,1990,Scotland
DSP-Sound: A Software Synthesis Package for Real-Time DPS-Based Systems,"Pinkston, Russell F.",,1990,Scotland
Feature Classification and Related Response in a Real-time Interactive Music System,"Rowe, Robert",,1990,Scotland
Second-Order Universal Processing Device for Real-time Music Synthesis,"Shimony, Uri; Zarfati, Yehuda",,1990,Scotland
Score Input to CSound via the Midi Keyboard,"Strasburger, Hans; Kohler, Stefan; Radauer, Irmfried",,1990,Scotland
Real-time CSound: Software Synthesis with Sensing and Control,"Vercoe, Barry; Ellis, Dan",,1990,Scotland
E-SCAPE: An Extendable Sonic Composition and Performance Environment,"Anderson, Tim",,1990,Scotland
Orpheus: A Graphical Composition Environment,"Buckley, Paul E. J.; Lewis, Andrew",,1990,Scotland
"The ST AMPLE Music Composition Language, an Implemenation of AMPLE for the Atari ST","Burden, David",,1990,Scotland
Variatons: A Hypermedia Project Providing Integrated Access to Music Information,"Burroughs, Michael; Fenske, David",,1990,Scotland
UDI: A Unified DSP Interface for Sound Signal Analysis and Synthesis,"Depalle, Philippe; Rodet, Xavier",,1990,Scotland
"A Compositional Environment Based on PreFORM II, Patchwork, and Esquisse","Duthen, Jacques; Laurson, Mikael",,1990,Scotland
A Network Approach to the Problem of Sharing Music Studio Resources,"Foss, Richard J.; Wilks, Antony",,1990,Scotland
Natural Selection of Musical Identities,"Hartmann, Per",,1990,Scotland
A Language for Composition,"Hitt, Dan; On Lo, Yee",,1990,Scotland
ANIMAL-A Rapid Prototyping Environment for Computer Music Systems,"Lindemann, Eric",,1990,Scotland
Ensemble: An Extensible Real-time Music Performance Environment,"McNabb, Michael",,1990,Scotland
The New UPIC System,"Marino, Gerard; Raczinski, Jean-Michael; Serra, Marie-Hélène",,1990,Scotland
A Graphical Editor for Building Unit Generator Patches,"Minnick, Michael",,1990,Scotland
Quill: An Interpreter for Creating Music-objects within the Dmix Environment,"Oppenheim, Daniel V.",,1990,Scotland
EXPLODE: A User Interface for Sequencing and Score Following,"Puckette, Miller",,1990,Scotland
"Mixview: A Portable, Graphics-based Soundfile Editor and Processor","Scott, Douglas",,1990,Scotland
A Universal Recorder for the IRCAM Musical Workstation,"Smith, Bennett K.",,1990,Scotland
A Real-time Operating System for Computer Music,"Viara, Eric; Puckette, Miller",,1990,Scotland
Patchmix: A C++ X Graphical Interface to Cmix,"Helmuth, Mara",,1990,Scotland
Algorithmic Composition: Quantum Mechanics and the Musical Domain,"Bain, Reginald",,1990,Scotland
Subsymbolic Approaches to Musical Composition. A Behavioral Model,"Beyls, Peter",,1990,Scotland
Beyond MIDI: Knowledge-based Support for Computer-Aided Composition,"Bocker, Heinz-Dieter; Mahling, Andreas; Wehinger, Rainer",,1990,Scotland
Pattern Matching as an Engine for the Computer Simulation of Musical Style,"Cope, David",,1990,Scotland
A Constraint-based Logic Program for Generating Polyphonies,"Courtot, Francis",,1990,Scotland
Experience with a Harmony-Learning Program,"Harrison, Malcolm C.; Haig, Suzanne; Horowitz, Gershon",,1990,Scotland
Metabolizing Music,"Iverson, Eric; Hartley, Roger",,1990,Scotland
Computer-Assisted Composition by Interactive Rhythm Transformations,"Johansson, Johannes; Molin, Bengt-Arne",,1990,Scotland
Algorithmic Explorations of Juxtaposition and Simultaneity in Computer-aided Composition,"Jones, Kevin",,1990,Scotland
The Kansei Music System ’90,"Katayose, Haruhio; Inokuchi, Seiji",,1990,Scotland
A Neural Network that Learns to Play in Different Music Styles,"Linster, Christiane",,1990,Scotland
Cellular Automata Music,"Millen, Dale",,1990,Scotland
Musical Composition as a Constraint Satisfaction Problem,"Ovans, Russell",,1990,Scotland
One Example of How Artificial Intelligence Can Be Useful in Music Fields,"Rousseaux, Francis",,1990,Scotland
Composition by Exploration of Non-linear Dynamic Systems,"Di Scipio, Agostino",,1990,Scotland
Counterpoint Compositions in Non-tempered Systems: Theory and Algorithms,"Balzer, Klaus; Streitberg, Bernd",,1990,Scotland
Knowledge Information Processing in Conducting Computer Music Performer,"Morita, Hideyuki; Watanabe, Hiroshi; Harada, Tsutomu; Ohteru, Sadamu; Hashimoto, Shuji",,1990,Scotland
A Tuning System Laboratory for the NeXT Computer,"Parod, Bill",,1990,Scotland
Godel Tune: Formal Models in Music Recognition Systems,"Richard, Dominique",,1990,Scotland
The Usefulness of Qualitative Theories of Musical Perception,"Widmer, Gerhard",,1990,Scotland
Problems to be faced by Developers of Computer-based Automatic Music Recognisers,"Clarke, Alastair; Brown, Malcolm; Thorne, Michael",,1990,Scotland
Conceptual Integrity in a Musical Notation Program,"Diener, Glendon R.",,1990,Scotland
Towards a New Paradigm for the Representation of Musical Information,"Hull, Stephen",,1990,Scotland
Pathways from the Dream Spell Series,"Bestor, Charles",,1990,Scotland
Autocorrelation and the Study of Musical Expression,"Desain, Peter; de Vos, Siebe",,1990,Scotland
Music in Architecture / Architecture in Music,"Dorgan, Robert Alan",,1990,Scotland
"POCO: An Environment for Analysing, Modifying and Generating Expression in Music","Honing, Henkjan",,1990,Scotland
Is More Than Three Decades of Computer Music Reaching the Public it Deserves?,"Landy, Leigh",,1990,Scotland
Computational Modeling of Musical Expression,"Todd, Neil P. McA",,1990,Scotland
A Modular DSP Perfomance System for the Composer/Progammer,"Brandt, Daniel",,1990,Scotland
Modular Feedback Keyboard,"Cadoz, Claude; Lisowski, Leszek; Florens, Jean-Loup",,1990,Scotland
ENSEMBLE: An Object-oriented Real-time Perfomance System,"Dyer, Lounette M.",,1990,Scotland
Gestural Control of Sound Synthesis,"Gibet, Sylvie; Marteau, Pierre-François",,1990,Scotland
MIDIGRID: An Innovative Computer-based Performance and Composition System,"Hunt, Andy; Kirk, Ross; Orton, Richard",,1990,Scotland
A Meta-Action for the Grand Piano,"Riddell, Alistair M.",,1990,Scotland
Recent Advances in the Coupling of the Language MAX with the Matthews/Boie Radio Drum,"Schloss, W. Andrew",,1990,Scotland
Potential Applications of MIDI Software in Improvised Musical Performance,"Tobenfeld, Emile",,1990,Scotland
IRCAM: Studio Report,"Allouis, Jean-François; Barrière, Jean-Baptiste; Battier, Marc",,1990,Scotland
About 605k,"Barlow, Clarence",,1990,Scotland
Electronic and Computer Music at the Peabody Conservatory,"Boyle, McGregor; Ivey, Jean Eichelberger; Pirali, Edmund; Wright, Geoffrey",,1990,Scotland
Studio Report: Huddersfield Polytechnic Electronic and Computer Music Studios,"Clarke, Michael; Bromwich, Mark; Smith, Geoff",,1990,Scotland
Woof! The Columbia University Computer Music Facility,"Garton, Brad; Bassett, Rick; Helmuth, Mara",,1990,Scotland
EMS Studio Report,"Lunell, Hans",,1990,Scotland
"Studio Report, University of Durham, England","Manning, Peter D.; Berry, Ron; Bowler, Ian; Purvis, Alan; Bailey, Nicolas J.",,1990,Scotland
The Laboratorio de Informatica y Electronica Musical of CDMC Madrid,"Nuñez, Adolfo",,1990,Scotland
DIEM Studio Report,"Siegel, Wayne",,1990,Scotland
The Computer Music Studio at Salzburg,"Strasburger, Hans; Radauer, Irmfried",,1990,Scotland
The Interactive Arts System: Introduction to a Real Time Performance Tool,"Allik, Kristi; Mulder, Robert",,1989,USA
A Computer System for Learning Analytic Listening,"Ashley, Richard",,1989,USA
Computer-Based Learning: Models and Lessons for Computer Music Systems,"Ashley, Richard",,1989,USA
The Articially Intelligent Computer Performer on the Macintosh II and a Pattern Matching Algorithm for Real-time Interactive Performance,"Baird, Bridget",,1989,USA
A Digital Signal Multiprocessor and its Musical Application,"Barrière, Jean-Baptsite; Baisnée, Pierre-François; Freed, Adrian; Baudot, Marie-Dominique",,1989,USA
The Computer Music Project at the University of Illinois at Urbana-Champaign: 1989,"Beauchamp, James",,1989,USA
Studio Report: Tempo Reale,"Bernardini, Nicola; Otto, Peter",,1989,USA
TRAILS: An Interactive System for Sound Location,"Bernardini, Nicola; Otto, Peter",,1989,USA
The Musical Universe of Cellular Automata,"Beyls, Peter",,1989,USA
The Radio Drum as a Synthesizer Controller,"Boie, Bob",,1989,USA
A Modular Approach to Excitator-Resonator Interaction in Physical Models Synthesis,"Borin, Guiseppe; De Poli, Giovanni; Sarti, Augusto",,1989,USA
Granular Resynthesis and Transformation of Sounds through Wavelet Transform Analysis,"Boyer, Frédéric; Kronland-Martinet, Richard",,1989,USA
Cellular Automation as a Means of High Level Compositional Control of Granular Synthesis,"Bowcott, Peter",,1989,USA
A Transputer-based Additive Synthesis Implementation,"Bowler, Ian; Manning, Peter; Purvis, Alan; Bailey, Nick",,1989,USA
The Banff Centre Media Arts Program: Studio Report and Artistic Retrospective,"Centruy, Michael",,1989,USA
Performance with Electronics: Gesture Interfaces and Software Toolkit,"Chabot, Xavier",,1989,USA
Synthesis fo the Singing Voice Using a Physically Parameterized Model of the Human Vocal Tract,"Cook, Perry",,1989,USA
Music Representation Issues: A Position Paper,"Dannenberg, Roger",,1989,USA
Fugue: Composition and Sound Synthesis with Lazy Evaluation and Behavioral Abstraction,"Dannenberg, Roger; Fraley, Christopher Lee",,1989,USA
A Connectionist Quantizer,"Desain, Peter; Honing, Henkjan; de Rijk, Klaus",,1989,USA
Nutation: Structural Organization Versus Graphical Generality in a Common Music Notation Program,"Diener, Glendon R.",,1989,USA
Studio Report for the Center for Computer Music at Brooklyn College,"Dodge, Charles; Bahn, Curtis",,1989,USA
Spinning the sounds in real-time,"Dutilleux, Pierre",,1989,USA
Position Paper for Music Representation Panel,"Dyer, Lounette M.",,1989,USA
Contour: A Real-time Midi System Based on Gestural Input,"Wigenfeldt, Arne",,1989,USA
Enhancing Scientific Animations with Sonic Maps,"Evans, Brian",,1989,USA
